epochMillis,id,key,value
1338422001000,140827784,"source","Bing"
1338241011000,140827790,"highway","traffic_signals"
1338241011000,140827790,"source","Bing"
1339760868000,140827796,"highway","traffic_signals"
1339760868000,140827796,"source","Bing"
1343654920000,140827807,"highway","traffic_signals"
1343654920000,140827807,"source","survey"
1405780310000,140827847,"highway","traffic_signals"
1405780310000,140827847,"source","Bing"
1516832455000,140827879,"highway","turning_circle"
1458867278000,140827887,"highway","turning_circle"
1418030541000,140827893,"traffic_calming","hump"
1343276106000,140828189,"highway","turning_circle"
1628744080000,140828388,"noexit","yes"
1717097417000,140828403,"highway","traffic_signals"
1717097417000,140828403,"traffic_signals","traffic_lights"
1625031893000,140828412,"traffic_calming","hump"
1342562704000,140828483,"highway","turning_circle"
1684435038000,140828520,"highway","turning_circle"
1342564373000,140828687,"highway","turning_circle"
1419417325000,140828697,"highway","turning_circle"
1418043176000,140828855,"highway","turning_circle"
1636597034000,140829012,"highway","turning_circle"
1676333725000,140829073,"direction","both"
1676333725000,140829073,"highway","stop"
1676333725000,140829073,"stop","all"
1256964663000,140829166,"highway","turning_circle"
1684858995000,140829268,"highway","turning_circle"
1684858995000,140829276,"highway","turning_circle"
1341000828000,140829349,"highway","turning_circle"
1451234030000,140829363,"highway","turning_circle"
1691085499000,140829369,"highway","turning_circle"
1504759512000,140829478,"highway","turning_circle"
1334614050000,140829484,"highway","turning_circle"
1343287462000,140829505,"highway","turning_circle"
1506571202000,140829611,"highway","turning_circle"
1684511647000,140829678,"highway","turning_circle"
1528214248000,140829697,"highway","turning_circle"
1721402316000,140829816,"highway","turning_circle"
1727196991000,140829832,"highway","turning_circle"
1727196991000,140829832,"source","Yahoo"
1599873972000,140829842,"highway","turning_circle"
1599873972000,140829843,"highway","turning_circle"
1341006459000,140829924,"highway","turning_circle"
1516840364000,140829930,"highway","turning_circle"
1727186440000,140829963,"highway","turning_circle"
1684853907000,140830090,"highway","turning_circle"
1730987939000,140830100,"highway","turning_circle"
1730987939000,140830106,"highway","turning_circle"
1389517155000,140830135,"highway","turning_circle"
1341972845000,140830136,"highway","turning_circle"
1340917442000,140830169,"highway","traffic_signals"
1717097417000,140830178,"highway","traffic_signals"
1717097417000,140830178,"source","survey"
1717097417000,140830178,"traffic_signals","traffic_lights"
1717097417000,140830180,"highway","traffic_signals"
1717097417000,140830180,"source","Bing"
1717097417000,140830180,"traffic_signals","traffic_lights"
1717097417000,140830183,"highway","traffic_signals"
1717097417000,140830183,"source","Bing"
1717097417000,140830183,"traffic_signals","traffic_lights"
1717097417000,140830185,"highway","traffic_signals"
1717097417000,140830185,"source","Bing"
1717097417000,140830185,"traffic_signals","traffic_lights"
1342791964000,140830187,"highway","traffic_signals"
1342791964000,140830187,"source","Bing"
1717097417000,140830192,"highway","traffic_signals"
1717097417000,140830192,"source","Bing"
1717097417000,140830192,"traffic_signals","traffic_lights"
1727459792000,140830393,"highway","turning_circle"
1583143368000,140830427,"highway","turning_circle"
1724339871000,140830448,"highway","turning_circle"
1654721606000,140830497,"barrier","gate"
1654721606000,140830497,"bicycle","private"
1654721606000,140830497,"foot","private"
1654721606000,140830497,"horse","private"
1654721606000,140830497,"motor_vehicle","private"
1654721606000,140830497,"source","survey;gps"
1446881068000,140830534,"highway","turning_circle"
1705951722000,140830541,"highway","turning_circle"
1419417325000,140830613,"highway","turning_circle"
1428790726000,140830666,"highway","turning_circle"
1730742555000,140830913,"highway","turning_circle"
1409374065000,140830921,"highway","turning_circle"
1342678162000,140831004,"highway","turning_circle"
1421024180000,140831035,"highway","turning_circle"
1717097417000,140831054,"highway","traffic_signals"
1717097417000,140831054,"source","Bing"
1717097417000,140831054,"traffic_signals","traffic_lights"
1717097417000,140831064,"highway","traffic_signals"
1717097417000,140831064,"source","survey"
1717097417000,140831064,"traffic_signals","traffic_lights"
1351113263000,140831067,"highway","traffic_signals"
1351113263000,140831067,"source","survey"
1348283233000,140831069,"highway","traffic_signals"
1348283233000,140831069,"source","survey"
1353109801000,140831071,"highway","traffic_signals"
1353109801000,140831071,"source","survey"
1353109801000,140831074,"highway","traffic_signals"
1353109801000,140831074,"source","survey"
1353109801000,140831077,"highway","traffic_signals"
1353109801000,140831077,"source","survey"
1731174762000,140831108,"highway","turning_circle"
1731174762000,140831114,"highway","turning_circle"
1731174762000,140831127,"highway","turning_circle"
1731174762000,140831132,"highway","turning_circle"
1726757039000,140831324,"highway","turning_circle"
1441466802000,140831343,"source","Bing"
1441466802000,140831343,"traffic_calming","hump"
1342676832000,140831412,"highway","turning_circle"
1728056904000,140831421,"highway","turning_circle"
1731183606000,140831481,"highway","turning_circle"
1730742555000,140831660,"highway","turning_circle"
1730742555000,140831660,"source","Yahoo"
1730742555000,140831662,"highway","turning_circle"
1730742555000,140831662,"source","Yahoo"
1562704074000,140831683,"highway","traffic_signals"
1467614547000,140831776,"highway","turning_circle"
1506398869000,140831797,"highway","turning_circle"
1343439824000,140831847,"highway","turning_circle"
1458623904000,140831860,"highway","turning_circle"
1458623904000,140831875,"highway","turning_circle"
1516841049000,140831897,"highway","turning_circle"
1721050098000,140831905,"highway","turning_circle"
1721050098000,140831905,"source","Yahoo"
1726776863000,140831941,"highway","turning_circle"
1563673747000,140832026,"highway","traffic_signals"
1615863294000,140832047,"highway","turning_circle"
1615863294000,140832106,"highway","turning_circle"
1419515336000,140832165,"highway","turning_circle"
1632591003000,140832218,"noexit","yes"
1356709628000,140832260,"highway","turning_circle"
1470130544000,140832278,"highway","turning_circle"
1354960814000,140832285,"highway","turning_circle"
1354960814000,140832296,"highway","turning_circle"
1730391949000,140832319,"highway","turning_circle"
1684511647000,140832331,"highway","turning_circle"
1616865167000,140832348,"highway","turning_circle"
1725392094000,140832354,"highway","turning_circle"
1725392094000,140832361,"highway","turning_circle"
1695664299000,140832413,"highway","turning_circle"
1695664299000,140832424,"highway","turning_circle"
1724339871000,140832434,"highway","turning_circle"
1365518531000,140832535,"highway","turning_circle"
1348936569000,140832630,"highway","turning_circle"
1348936569000,140832630,"source","Yahoo"
1682448703000,140832647,"highway","turning_circle"
1343966783000,140832745,"highway","turning_circle"
1721326812000,140832755,"highway","turning_circle"
1342646624000,140832815,"highway","turning_circle"
1389348312000,140832860,"highway","turning_circle"
1409298301000,140832883,"highway","turning_circle"
1409298301000,140832883,"source","Yahoo"
1409298301000,140832904,"highway","turning_circle"
1724263100000,140832914,"highway","turning_circle"
1724263100000,140832917,"highway","turning_circle"
1721839240000,140832944,"highway","turning_circle"
1423555319000,140833047,"highway","turning_circle"
1371369931000,140833106,"highway","turning_circle"
1615266738000,140833130,"highway","turning_circle"
1715587820000,140833143,"addr:state","NM"
1715587820000,140833143,"ele","1522"
1715587820000,140833143,"gnis:feature_id","915204"
1715587820000,140833143,"highway","turning_circle"
1342054852000,140833525,"highway","turning_circle"
1342685106000,140833738,"highway","turning_circle"
1729873352000,140833753,"crossing","unmarked"
1729873352000,140833753,"crossing:markings","no"
1729873352000,140833753,"highway","crossing"
1498606896000,140833902,"highway","turning_circle"
1727445555000,140834016,"highway","turning_circle"
1727445555000,140834016,"source","Yahoo"
1563739990000,140834077,"highway","traffic_signals"
1717097417000,140834079,"highway","traffic_signals"
1717097417000,140834079,"traffic_signals","traffic_lights"
1452116587000,140834087,"highway","traffic_signals"
1419138620000,140834104,"highway","turning_circle"
1509483628000,140834120,"highway","turning_circle"
1717097417000,140834151,"highway","traffic_signals"
1717097417000,140834151,"traffic_signals","traffic_lights"
1736385031000,140834191,"highway","traffic_signals"
1736385031000,140834191,"source","survey"
1345089248000,140834220,"highway","traffic_signals"
1345089248000,140834220,"source","survey"
1727588701000,140834242,"highway","traffic_signals"
1727588701000,140834242,"source","Bing"
1727588701000,140834261,"highway","traffic_signals"
1727588701000,140834261,"source","Bing"
1727588701000,140834261,"traffic_signals","traffic_lights"
1363791934000,140834372,"highway","traffic_signals"
1347126566000,140834383,"highway","traffic_signals"
1344530617000,140834412,"highway","traffic_signals"
1344530618000,140834450,"highway","traffic_signals"
1344530618000,140834450,"source","Bing"
1344530619000,140834479,"highway","traffic_signals"
1344530619000,140834479,"source","Bing"
1344530619000,140834491,"highway","traffic_signals"
1344530619000,140834491,"source","Bing"
1344530619000,140834533,"highway","traffic_signals"
1344530619000,140834533,"source","Bing"
1433861507000,140834571,"highway","traffic_signals"
1717097417000,140834627,"highway","traffic_signals"
1717097417000,140834627,"traffic_signals","traffic_lights"
1615266738000,140834636,"highway","stop"
1615266738000,140834636,"stop","all"
1717097417000,140834775,"highway","traffic_signals"
1717097417000,140834775,"source","Bing"
1717097417000,140834775,"traffic_signals","traffic_lights"
1346140560000,140834780,"highway","motorway_junction"
1346140560000,140834780,"ref","225"
1723474669000,140834782,"highway","traffic_signals"
1723474669000,140834782,"source","Bing"
1723474669000,140834782,"traffic_signals","traffic_lights"
1692129827000,140834987,"crossing","unmarked"
1692129827000,140834987,"crossing:markings","no"
1692129827000,140834987,"highway","crossing"
1722443157000,140835119,"highway","traffic_signals"
1722443157000,140835119,"source","Bing"
1476062551000,140835123,"traffic_calming","hump"
1387259531000,140835413,"highway","turning_circle"
1395893858000,140835417,"highway","turning_circle"
1355869822000,140835428,"highway","turning_circle"
1353098972000,140835450,"highway","turning_circle"
1724258055000,140835458,"highway","turning_circle"
1724258055000,140835461,"highway","turning_circle"
1344531177000,140835470,"highway","turning_circle"
1730742555000,140835623,"highway","turning_circle"
1342667358000,140835641,"highway","traffic_signals"
1542665960000,140835794,"highway","turning_circle"
1542589093000,140835801,"highway","turning_circle"
1338200506000,140835864,"highway","traffic_signals"
1338200506000,140835864,"source","Bing"
1472328986000,140836026,"highway","turning_circle"
1472328986000,140836026,"source","Bing"
1387865766000,140836034,"highway","turning_circle"
1343339073000,140836167,"highway","turning_circle"
1343339073000,140836173,"highway","turning_circle"
1725393205000,140836247,"highway","turning_circle"
1255322805000,140836343,"highway","turning_circle"
1255322805000,140836343,"source","Yahoo"
1738065862000,140836383,"highway","turning_circle"
1256706327000,140836439,"highway","turning_circle"
1256706327000,140836439,"source","Yahoo"
1726086498000,140836640,"highway","turning_circle"
1479398823000,140836672,"highway","turning_circle"
1479398823000,140836672,"source","Yahoo"
1721328330000,140836773,"highway","turning_circle"
1602108857000,140836788,"highway","turning_circle"
1602108857000,140836788,"source","Yahoo"
1423555319000,140836856,"highway","turning_circle"
1320844567000,140836914,"highway","turning_circle"
1389517154000,140836948,"highway","turning_circle"
1446881068000,140837040,"highway","turning_circle"
1446881068000,140837040,"source","Yahoo"
1357032329000,140837047,"highway","turning_circle"
1615392150000,140837085,"highway","turning_circle"
1730742555000,140837126,"highway","turning_circle"
1730742555000,140837126,"source","Yahoo"
1339936077000,140837199,"highway","traffic_signals"
1339936077000,140837199,"source","Bing"
1363058056000,140837233,"highway","turning_circle"
1363058056000,140837233,"source","Yahoo"
1526942040000,140837248,"highway","traffic_signals"
1357032329000,140837340,"highway","turning_circle"
1419065689000,140837415,"highway","turning_circle"
1732047586000,140837455,"highway","turning_circle"
1732047586000,140837455,"source","Yahoo"
1616103061000,140837465,"highway","turning_circle"
1483554609000,140837474,"junction","roundabout"
1446876546000,140837663,"highway","turning_circle"
1569563328000,140837696,"highway","turning_circle"
1441293820000,140837705,"highway","turning_circle"
1733696093000,140837739,"highway","turning_circle"
1338238359000,140837787,"highway","traffic_signals"
1338238359000,140837787,"source","Bing"
1682439483000,140837875,"crossing","unmarked"
1682439483000,140837875,"crossing:markings","no"
1682439483000,140837875,"highway","crossing"
1384642397000,140837886,"highway","turning_circle"
1457649506000,140837998,"noexit","yes"
1419065689000,140838023,"traffic_calming","hump"
1419065689000,140838029,"traffic_calming","hump"
1622413556000,140838059,"highway","turning_circle"
1340910832000,140838064,"highway","turning_circle"
1684435038000,140838083,"highway","turning_circle"
1342039577000,140838189,"highway","turning_circle"
1517803106000,140838641,"highway","motorway_junction"
1517803106000,140838641,"ref","181"
1726843095000,140838744,"highway","turning_circle"
1343418468000,140838780,"highway","turning_circle"
1729869685000,140838792,"highway","turning_circle"
1516841049000,140839011,"highway","turning_circle"
1371371385000,140839015,"highway","turning_circle"
1395893858000,140839124,"highway","turning_circle"
1725459830000,140839313,"highway","turning_circle"
1556850030000,140839389,"highway","give_way"
1607725687000,140839542,"highway","turning_circle"
1504055992000,140839582,"highway","turning_circle"
1730749466000,140839676,"highway","turning_circle"
1730742555000,140839691,"traffic_calming","hump"
1730742555000,140839702,"traffic_calming","hump"
1348336523000,140839843,"highway","turning_circle"
1727114159000,140839880,"highway","turning_circle"
1727114159000,140839889,"crossing","unmarked"
1727114159000,140839889,"crossing:markings","no"
1727114159000,140839889,"highway","crossing"
1254102178000,140839970,"highway","turning_circle"
1254102178000,140839970,"source","Yahoo"
1733696093000,140840001,"highway","turning_circle"
1363218782000,140840010,"highway","turning_circle"
1505797206000,140840069,"highway","turning_circle"
1341269990000,140840163,"highway","turning_circle"
1419491648000,140840289,"highway","turning_circle"
1452123018000,140840295,"noexit","yes"
1343441596000,140840345,"highway","turning_circle"
1343441596000,140840349,"highway","turning_circle"
1596476296000,140840432,"highway","turning_circle"
1731253718000,140840594,"highway","turning_circle"
1257008758000,140840629,"highway","turning_circle"
1257008758000,140840629,"source","Yahoo"
1726677715000,140840660,"traffic_calming","hump"
1726677715000,140840670,"traffic_calming","hump"
1726677715000,140840671,"traffic_calming","hump"
1516841049000,140840689,"highway","turning_circle"
1717714346000,140840736,"highway","traffic_signals"
1717714346000,140840736,"source","survey"
1717712066000,140840791,"highway","traffic_signals"
1717712066000,140840791,"source","survey"
1504669578000,140840862,"highway","turning_circle"
1343441597000,140841013,"highway","turning_circle"
1446258622000,140841089,"highway","traffic_signals"
1726777114000,140841281,"highway","turning_circle"
1363218781000,140841387,"highway","turning_circle"
1723836456000,140841419,"traffic_calming","hump"
1719585300000,140841442,"highway","turning_circle"
1371369933000,140841456,"highway","traffic_signals"
1471092174000,140841695,"source","Bing"
1471092174000,140841695,"traffic_calming","hump"
1371267027000,140841718,"highway","turning_circle"
1337499305000,140841774,"highway","turning_circle"
1644303185000,140841782,"barrier","yes"
1472334991000,140841810,"traffic_calming","island"
1533791042000,140841824,"highway","traffic_signals"
1662440652000,140841906,"highway","turning_circle"
1341002479000,140841954,"highway","turning_circle"
1591540061000,140841962,"highway","turning_circle"
1591540061000,140841969,"highway","turning_circle"
1408239236000,140842007,"highway","turning_circle"
1343861893000,140842166,"highway","turning_circle"
1727987226000,140842207,"highway","turning_circle"
1727987226000,140842207,"source","Yahoo"
1353811556000,140842268,"highway","traffic_signals"
1353811556000,140842268,"source","Bing"
1352609080000,140842307,"highway","traffic_signals"
1352609080000,140842307,"source","Bing"
1709052805000,140842330,"barrier","gate"
1709052805000,140842330,"locked","yes"
1709052805000,140842330,"material","metal"
1709052805000,140842330,"motor_vehicle","private"
1709052805000,140842330,"source","survey"
1342644720000,140842405,"highway","turning_circle"
1431294955000,140842704,"highway","turning_circle"
1717097417000,140842712,"highway","traffic_signals"
1717097417000,140842712,"source","survey"
1717097417000,140842712,"traffic_signals","traffic_lights"
1559762647000,140842722,"highway","stop"
1559762647000,140842722,"source","survey"
1559762647000,140842722,"stop","all"
1360339297000,140842772,"traffic_calming","hump"
1625031893000,140842788,"traffic_calming","hump"
1625031893000,140842793,"traffic_calming","hump"
1689958994000,140842937,"highway","turning_circle"
1598928429000,140842981,"highway","turning_circle"
1623727717000,140842989,"highway","turning_circle"
1726072232000,140843072,"highway","turning_circle"
1488648505000,140843160,"highway","stop"
1488648505000,140843160,"source","Mapillary"
1360801315000,140843204,"highway","traffic_signals"
1344280293000,140843223,"highway","traffic_signals"
1609194230000,140843233,"highway","traffic_signals"
1343995422000,140843245,"highway","traffic_signals"
1450289757000,140843266,"highway","turning_circle"
1419417326000,140843462,"highway","turning_circle"
1516840363000,140843529,"highway","turning_circle"
1685981960000,140843596,"highway","turning_circle"
1685981960000,140843599,"highway","turning_circle"
1720019943000,140843682,"highway","crossing"
1678659021000,140844682,"source","survey;gps"
1678659021000,140844682,"traffic_sign","US:NM:B-1R"
1678659021000,140844682,"traffic_sign:direction","backward"
1537560801000,140844755,"barrier","gate"
1537560801000,140844755,"source","survey"
1582854987000,140844807,"noexit","yes"
1729522429000,140844921,"highway","turning_circle"
1729715851000,140844969,"highway","turning_circle"
1717631339000,140844999,"highway","traffic_signals"
1717631339000,140844999,"traffic_signals","traffic_lights"
1446258624000,140845027,"highway","traffic_signals"
1342562704000,140845203,"highway","traffic_signals"
1342667356000,140845235,"highway","traffic_signals"
1342562703000,140845275,"highway","traffic_signals"
1717097417000,140845297,"highway","traffic_signals"
1717097417000,140845297,"traffic_signals","traffic_lights"
1263806338000,140845352,"highway","turning_circle"
1573694775000,140845483,"highway","turning_circle"
1687537284000,140845703,"crossing","unmarked"
1687537284000,140845703,"crossing:markings","no"
1687537284000,140845703,"highway","crossing"
1717097417000,140845750,"highway","traffic_signals"
1717097417000,140845750,"traffic_signals","traffic_lights"
1341968624000,140846004,"highway","turning_circle"
1341269266000,140846036,"highway","turning_circle"
1342556595000,140846072,"highway","traffic_signals"
1582854987000,140846081,"highway","turning_circle"
1342678162000,140846098,"highway","turning_circle"
1666497494000,140846118,"highway","turning_circle"
1409298302000,140846126,"highway","turning_circle"
1722263256000,140846141,"highway","turning_circle"
1419147299000,140846247,"highway","turning_circle"
1419147299000,140846255,"highway","turning_circle"
1256620177000,140846285,"highway","turning_circle"
1256620177000,140846285,"source","Yahoo"
1616103061000,140846302,"highway","turning_circle"
1724418523000,140846708,"highway","turning_circle"
1724418523000,140846721,"highway","turning_circle"
1419496282000,140846743,"highway","turning_circle"
1343276103000,140846782,"highway","traffic_signals"
1403230995000,140846807,"source","Bing"
1403230995000,140846807,"traffic_calming","hump"
1542665959000,140846860,"traffic_calming","hump"
1483468840000,140846903,"highway","traffic_signals"
1483468840000,140846903,"source","survey"
1343409825000,140846916,"highway","traffic_signals"
1343409825000,140846916,"source","Bing"
1343409825000,140846957,"highway","traffic_signals"
1344280291000,140846979,"highway","traffic_signals"
1344280291000,140846979,"source","Bing"
1347142294000,140846992,"highway","traffic_signals"
1692649828000,140847005,"highway","turning_circle"
1410047767000,140847179,"highway","turning_circle"
1410047767000,140847179,"source","Yahoo"
1726086498000,140847201,"highway","turning_circle"
1504669578000,140847301,"highway","turning_circle"
1724263100000,140847320,"highway","turning_circle"
1457856190000,140847424,"traffic_calming","hump"
1726846392000,140847621,"highway","turning_circle"
1504055992000,140847652,"highway","turning_circle"
1342682189000,140847668,"highway","turning_circle"
1334614052000,140847675,"highway","turning_circle"
1701105635000,140847683,"highway","turning_circle"
1363218781000,140847695,"highway","turning_circle"
1504669577000,140847774,"highway","turning_circle"
1672952604000,140847861,"ford","yes"
1720460453000,140848210,"highway","turning_circle"
1721328330000,140848351,"highway","turning_circle"
1722369502000,140848397,"highway","traffic_signals"
1419417326000,140848478,"highway","turning_circle"
1343270902000,140848560,"highway","turning_circle"
1371371385000,140848567,"highway","turning_circle"
1516840364000,140848586,"highway","turning_circle"
1516840364000,140848589,"highway","turning_circle"
1730902413000,140848604,"highway","turning_circle"
1730902413000,140848604,"source","Yahoo"
1730902413000,140848607,"highway","turning_circle"
1730902413000,140848607,"source","Yahoo"
1730742555000,140848613,"highway","turning_circle"
1730742555000,140848613,"source","Yahoo"
1408239237000,140848661,"highway","turning_circle"
1694173776000,140848669,"barrier","gate"
1334610057000,140848690,"highway","turning_circle"
1684513749000,140848779,"highway","turning_circle"
1721331344000,140848910,"highway","turning_circle"
1342646620000,140848925,"highway","turning_circle"
1254102180000,140849000,"highway","turning_circle"
1254102180000,140849000,"source","Yahoo"
1254102181000,140849004,"highway","turning_circle"
1254102181000,140849004,"source","Yahoo"
1516840363000,140849041,"highway","turning_circle"
1720004183000,140849089,"barrier","gate"
1253682395000,140849170,"highway","turning_circle"
1253682395000,140849170,"source","Yahoo"
1354677309000,140849355,"highway","turning_circle"
1354677309000,140849355,"source","Yahoo"
1727186440000,140849402,"highway","turning_circle"
1727186440000,140849402,"source","Yahoo"
1531856349000,140849642,"highway","traffic_signals"
1531856349000,140849642,"source","Bing"
1472328984000,140849654,"highway","turning_circle"
1472328984000,140849654,"source","Bing"
1359909381000,140849900,"highway","turning_circle"
1386400712000,140850112,"highway","turning_circle"
1516841049000,140850144,"highway","turning_circle"
1516841049000,140850144,"source","Yahoo"
1345349170000,140850303,"highway","traffic_signals"
1345349170000,140850303,"source","survey"
1717097417000,140850346,"highway","traffic_signals"
1717097417000,140850346,"source","survey"
1717097417000,140850346,"traffic_signals","traffic_lights"
1516833734000,140850378,"highway","turning_circle"
1505797206000,140850417,"highway","turning_circle"
1505797206000,140850423,"highway","turning_circle"
1516840364000,140850432,"highway","turning_circle"
1541883827000,140850502,"barrier","gate"
1354151685000,140850592,"highway","turning_circle"
1354151685000,140850592,"source","Yahoo"
1480931698000,140850601,"highway","turning_circle"
1363219379000,140850656,"highway","turning_circle"
1726757039000,140850837,"highway","turning_circle"
1343889073000,140850866,"highway","turning_circle"
1342676832000,140850877,"highway","turning_circle"
1724263100000,140850915,"highway","turning_circle"
1343342234000,140850925,"highway","turning_circle"
1721402316000,140850938,"highway","turning_circle"
1721402316000,140850946,"highway","turning_circle"
1342678163000,140851006,"highway","turning_circle"
1722369502000,140851032,"highway","turning_circle"
1479493851000,140851150,"highway","turning_circle"
1341978321000,140851219,"highway","turning_circle"
1344474198000,140851238,"highway","turning_circle"
